taxa	variable	effectsize	se	stat	pvalue	qvalue.withinformula	qvalue	formula	method	n	freq
L.gasseri	General.Age	0.12848284455947676	0.10520694315470613	1.2213877908462094	0.26900702931556236	0.327170711329738	0.41742470066207954	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
L.iners	General.Age	-0.3039897641869478	0.12601677868571173	-2.4126117157621305	0.020420555802543625	0.03168706934877459	0.049671622222403414	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
L.jensenii	General.Age	-0.5534844541867664	0.1203375817812239	-4.59968789703988	1.5070598572864358e-5	3.989276092817036e-5	6.955660879783549e-5	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Limosilactobacillus	General.Age	-0.5054032865550278	0.09937259344612967	-5.085658905770487	2.966165893615009e-6	9.534104658048243e-6	1.525456745287719e-5	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Streptococcus	General.Age	0.6445029206257797	0.09456087767687772	6.816599786993123	7.599896243478901e-10	6.8399066191310104e-9	5.699922182609175e-9	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Clostridium	General.Age	-0.1840820513349698	0.08825391519384308	-2.085871390108313	0.07033434174864804	0.09591046602088368	0.14095728784149072	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Corynebacterium	General.Age	0.4070387528749941	0.0829522336776031	4.907324469915441	3.771822717726368e-6	1.1315468153179105e-5	1.885911358863184e-5	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
CP009312_g	General.Age	0.2079944885796381	0.07536211473144924	2.7606048188456573	0.01586719430375381	0.026445323839589686	0.03966798575938453	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Howardella	General.Age	0.4544112878067276	0.07770734461045839	5.848923885710641	2.8994247573913063e-7	1.4497123786956532e-6	1.8639159154658398e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Moryella	General.Age	0.09306245442089268	0.07090981569746667	1.3128154133030951	0.2809508857731565	0.3327049963103169	0.43223213195870236	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Peptococcus	General.Age	0.18863764762588311	0.06893270916853456	2.7359439198157958	0.036171955774741575	0.0525076777375281	0.08403525866045614	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Peptostreptococcus	General.Age	0.015141078461800725	0.08414625456443704	0.18119383167217915	0.6436530104733403	0.6436530104733403	0.6696967739028974	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
JN713389_g	General.Age	-0.040572376452695576	0.06530849230300571	-0.6221220568533007	0.49173003658808556	0.5302434289466725	0.5932880065751234	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Dialister	General.Age	0.44923251968792843	0.0856182083479983	5.246990994797286	6.554821396761708e-7	2.6815178441297896e-6	3.806025327151959e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Megasphaera	General.Age	0.12252838525123995	0.08938723388274532	1.3701996957084461	0.2298213315909672	0.29548456918838645	0.3795214650126064	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Negativicoccus	General.Age	0.20072761230280853	0.06643690606457196	3.022676045259963	0.016834438111508504	0.02705534696492438	0.04150957342563741	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Veillonella	General.Age	0.12478677828416782	0.0853226078872586	1.4633851457140805	0.21134098470795434	0.2797160091722925	0.35888091742860173	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Anaerococcus	General.Age	0.3904054278998884	0.07797018999839517	5.007635632954506	1.957201440500075e-6	6.77492806326949e-6	1.0675644220909498e-5	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Ezakiella	General.Age	0.2858230951177852	0.07916774174145236	3.6106540650675405	0.0019247329730499817	0.0036088743244687155	0.0059733092267068395	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Fenollaria	General.Age	0.06583229198305746	0.08439727658808333	0.7812388190351727	0.4534094206992669	0.5169515075144284	0.5667617758740836	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Finegoldia	General.Age	0.22174272235410453	0.06713280497175762	3.3045419719509286	0.0016235251816516872	0.003176462311927214	0.005218473798166138	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Murdochiella	General.Age	0.030023236138848525	0.06797066082447387	0.4419169521901902	0.5304330769477095	0.5551043828522542	0.6021496550008729	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Parvimonas	General.Age	0.4548544887776678	0.0751916982350268	6.049863154053275	9.882522157725263e-8	7.411891618293947e-7	7.11541595356219e-7	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Peptoniphilus	General.Age	0.4135192917230396	0.07497153170193528	5.516605220831805	1.625078856010346e-7	1.0446935502923653e-6	1.1250545926225473e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Fusobacterium	General.Age	0.4433077127822592	0.08082841152735201	5.486647704471356	1.356507620475285e-6	5.0869035767823186e-6	7.630355365173479e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Sneathia	General.Age	0.25748182456587254	0.08663477232113571	2.971826433130229	0.010154418778243825	0.018277953800838888	0.026879343824763067	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Sutterella	General.Age	-0.023992343124156486	0.06814691302148478	-0.3520214733873664	0.4948938670168944	0.5302434289466725	0.5932880065751234	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
FM873692_g	General.Age	0.17846924694001212	0.07077385736355186	2.5221281847310384	0.05190419779357988	0.07299027814722171	0.1112232809862426	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Campylobacter	General.Age	0.49874971365269816	0.07955532784636334	6.27027818858658	2.226422933198496e-7	1.2523628999241539e-6	1.484281955465664e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Ureaplasma	General.Age	-0.3980089086080585	0.08662595463376097	-4.595249876751997	4.2341448009216774e-5	1.0028237686393445e-4	1.7724327073625627e-4	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Atopobium	General.Age	0.5523838386187881	0.10130558632854875	5.453100038105919	4.4389879953428867e-7	1.997544597904299e-6	2.6633927972057322e-6	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Olsenella	General.Age	-0.10044690481989861	0.06702682291294997	-1.4982974751642344	0.2386578779989806	0.29832234749872577	0.380983730604227	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Actinomyces	General.Age	0.6279197905930226	0.07895473880455865	7.95448901730673	6.24921350083502e-12	7.030365188439397e-11	5.1129928643195617e-11	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Porphyromonas	General.Age	0.3279516377262344	0.08147788774432936	4.025798024856056	3.739950762175589e-4	7.649899286268251e-4	0.001432321568492779	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Prevotella	General.Age	0.3699286585785191	0.08231474491875304	4.494558406452548	1.216963109661509e-5	3.422708745922994e-5	5.764562098396621e-5	~General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3043	
Actinotignum	Health.BMI	0.2709380518515242	0.0701011780798959	3.865684373437733	0.0019070597846752425	0.003731203926538518	0.0059733092267068395	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3041	
Mobiluncus	Health.BMI	0.26432999290174336	0.07298595987812971	3.6220310505475317	0.0027090100816047225	0.0048762181468885	0.00799380024080082	~Health.BMI + General.Age + Health.Antibiotic.3months + Technical.run_20201120_isala_cross_6 + Technical.run_20201009_isala_cross_1 + Technical.run_20201016_isala_cross_2 + Technical.run_20210119_isala_cross_7 + Sexual.Intercourse.24hours + Technical.run_20201106_isala_cross_5 + Technical.libsize + Technical.run_20201211_isala_cross_9 + Technical.run_20201023_isala_cross_3 + Technical.run_20201030_isala_cross_4 + Technical.run_20201204_isala_cross_8	aldex2	3041	
